Mod:Item:MetaData, Localized Name
gregtech:gt.blockmachines:321, gt.blockmachines.basicmachine.printer.tier.01.name
gregtech:gt.blockmachines:322, gt.blockmachines.basicmachine.printer.tier.02.name
gregtech:gt.blockmachines:323, gt.blockmachines.basicmachine.printer.tier.03.name
gregtech:gt.blockmachines:324, gt.blockmachines.basicmachine.printer.tier.04.name
gregtech:gt.blockmachines:325, gt.blockmachines.basicmachine.printer.tier.05.name
gregtech:gt.blockmachines:331, gt.blockmachines.basicmachine.recycler.tier.01.name
gregtech:gt.blockmachines:332, gt.blockmachines.basicmachine.recycler.tier.02.name
gregtech:gt.blockmachines:333, gt.blockmachines.basicmachine.recycler.tier.03.name
gregtech:gt.blockmachines:334, gt.blockmachines.basicmachine.recycler.tier.04.name
gregtech:gt.blockmachines:335, gt.blockmachines.basicmachine.recycler.tier.05.name
gregtech:gt.blockmachines:341, gt.blockmachines.basicmachine.scanner.tier.01.name
gregtech:gt.blockmachines:342, gt.blockmachines.basicmachine.scanner.tier.02.name
gregtech:gt.blockmachines:343, gt.blockmachines.basicmachine.scanner.tier.03.name
gregtech:gt.blockmachines:344, gt.blockmachines.basicmachine.scanner.tier.04.name
gregtech:gt.blockmachines:345, gt.blockmachines.basicmachine.scanner.tier.05.name
gregtech:gt.blockmachines:351, gt.blockmachines.basicmachine.wiremill.tier.01.name
gregtech:gt.blockmachines:352, gt.blockmachines.basicmachine.wiremill.tier.02.name
gregtech:gt.blockmachines:353, gt.blockmachines.basicmachine.wiremill.tier.03.name
gregtech:gt.blockmachines:354, gt.blockmachines.basicmachine.wiremill.tier.04.name
gregtech:gt.blockmachines:355, gt.blockmachines.basicmachine.wiremill.tier.05.name
gregtech:gt.blockmachines:361, gt.blockmachines.basicmachine.centrifuge.tier.01.name
gregtech:gt.blockmachines:362, gt.blockmachines.basicmachine.centrifuge.tier.02.name
gregtech:gt.blockmachines:363, gt.blockmachines.basicmachine.centrifuge.tier.03.name
gregtech:gt.blockmachines:364, gt.blockmachines.basicmachine.centrifuge.tier.04.name
gregtech:gt.blockmachines:365, gt.blockmachines.basicmachine.centrifuge.tier.05.name
gregtech:gt.blockmachines:371, gt.blockmachines.basicmachine.electrolyzer.tier.01.name
gregtech:gt.blockmachines:372, gt.blockmachines.basicmachine.electrolyzer.tier.02.name
gregtech:gt.blockmachines:373, gt.blockmachines.basicmachine.electrolyzer.tier.03.name
gregtech:gt.blockmachines:374, gt.blockmachines.basicmachine.electrolyzer.tier.04.name
gregtech:gt.blockmachines:375, gt.blockmachines.basicmachine.electrolyzer.tier.05.name
gregtech:gt.blockmachines:381, gt.blockmachines.basicmachine.thermalcentrifuge.tier.01.name
gregtech:gt.blockmachines:382, gt.blockmachines.basicmachine.thermalcentrifuge.tier.02.name
gregtech:gt.blockmachines:383, gt.blockmachines.basicmachine.thermalcentrifuge.tier.03.name
gregtech:gt.blockmachines:384, gt.blockmachines.basicmachine.thermalcentrifuge.tier.04.name
gregtech:gt.blockmachines:385, gt.blockmachines.basicmachine.thermalcentrifuge.tier.05.name
gregtech:gt.blockmachines:391, gt.blockmachines.basicmachine.orewasher.tier.01.name
gregtech:gt.blockmachines:392, gt.blockmachines.basicmachine.orewasher.tier.02.name
gregtech:gt.blockmachines:393, gt.blockmachines.basicmachine.orewasher.tier.03.name
gregtech:gt.blockmachines:394, gt.blockmachines.basicmachine.orewasher.tier.04.name
gregtech:gt.blockmachines:395, gt.blockmachines.basicmachine.orewasher.tier.05.name
gregtech:gt.blockmachines:401, gt.blockmachines.basicmachine.boxinator.tier.01.name
gregtech:gt.blockmachines:402, gt.blockmachines.basicmachine.boxinator.tier.02.name
gregtech:gt.blockmachines:403, gt.blockmachines.basicmachine.boxinator.tier.03.name
gregtech:gt.blockmachines:404, gt.blockmachines.basicmachine.boxinator.tier.04.name
gregtech:gt.blockmachines:405, gt.blockmachines.basicmachine.boxinator.tier.05.name
gregtech:gt.blockmachines:411, gt.blockmachines.basicmachine.unboxinator.tier.01.name
gregtech:gt.blockmachines:412, gt.blockmachines.basicmachine.unboxinator.tier.02.name
gregtech:gt.blockmachines:413, gt.blockmachines.basicmachine.unboxinator.tier.03.name
gregtech:gt.blockmachines:414, gt.blockmachines.basicmachine.unboxinator.tier.04.name
gregtech:gt.blockmachines:415, gt.blockmachines.basicmachine.unboxinator.tier.05.name
gregtech:gt.blockmachines:421, gt.blockmachines.basicmachine.chemicalreactor.tier.01.name
gregtech:gt.blockmachines:422, gt.blockmachines.basicmachine.chemicalreactor.tier.02.name
gregtech:gt.blockmachines:423, gt.blockmachines.basicmachine.chemicalreactor.tier.03.name
gregtech:gt.blockmachines:424, gt.blockmachines.basicmachine.chemicalreactor.tier.04.name
gregtech:gt.blockmachines:425, gt.blockmachines.basicmachine.chemicalreactor.tier.05.name
gregtech:gt.blockmachines:431, gt.blockmachines.basicmachine.fluidcanner.tier.01.name
gregtech:gt.blockmachines:432, gt.blockmachines.basicmachine.fluidcanner.tier.02.name
gregtech:gt.blockmachines:433, gt.blockmachines.basicmachine.fluidcanner.tier.03.name
gregtech:gt.blockmachines:434, gt.blockmachines.basicmachine.fluidcanner.tier.04.name
gregtech:gt.blockmachines:435, gt.blockmachines.basicmachine.fluidcanner.tier.05.name
gregtech:gt.blockmachines:441, gt.blockmachines.basicmachine.rockbreaker.tier.01.name
gregtech:gt.blockmachines:442, gt.blockmachines.basicmachine.rockbreaker.tier.02.name
gregtech:gt.blockmachines:443, gt.blockmachines.basicmachine.rockbreaker.tier.03.name
gregtech:gt.blockmachines:444, gt.blockmachines.basicmachine.rockbreaker.tier.04.name
gregtech:gt.blockmachines:445, gt.blockmachines.basicmachine.rockbreaker.tier.05.name
gregtech:gt.blockmachines:451, gt.blockmachines.basicmachine.disassembler.tier.01.name
gregtech:gt.blockmachines:452, gt.blockmachines.basicmachine.disassembler.tier.02.name
gregtech:gt.blockmachines:453, gt.blockmachines.basicmachine.disassembler.tier.03.name
gregtech:gt.blockmachines:454, gt.blockmachines.basicmachine.disassembler.tier.04.name
gregtech:gt.blockmachines:455, gt.blockmachines.basicmachine.disassembler.tier.05.name
gregtech:gt.blockmachines:461, gt.blockmachines.basicmachine.massfab.tier.01.name
gregtech:gt.blockmachines:462, gt.blockmachines.basicmachine.massfab.tier.02.name
gregtech:gt.blockmachines:463, gt.blockmachines.basicmachine.massfab.tier.03.name
gregtech:gt.blockmachines:464, gt.blockmachines.basicmachine.massfab.tier.04.name
gregtech:gt.blockmachines:465, gt.blockmachines.basicmachine.massfab.tier.05.name
gregtech:gt.blockmachines:471, gt.blockmachines.basicmachine.amplifab.tier.01.name
gregtech:gt.blockmachines:472, gt.blockmachines.basicmachine.amplifab.tier.02.name
gregtech:gt.blockmachines:473, gt.blockmachines.basicmachine.amplifab.tier.03.name
gregtech:gt.blockmachines:474, gt.blockmachines.basicmachine.amplifab.tier.04.name
gregtech:gt.blockmachines:475, gt.blockmachines.basicmachine.amplifab.tier.05.name
gregtech:gt.blockmachines:481, gt.blockmachines.basicmachine.replicator.tier.01.name
gregtech:gt.blockmachines:482, gt.blockmachines.basicmachine.replicator.tier.02.name
gregtech:gt.blockmachines:483, gt.blockmachines.basicmachine.replicator.tier.03.name
gregtech:gt.blockmachines:484, gt.blockmachines.basicmachine.replicator.tier.04.name
gregtech:gt.blockmachines:485, gt.blockmachines.basicmachine.replicator.tier.05.name
gregtech:gt.blockmachines:491, gt.blockmachines.basicmachine.brewery.tier.01.name
gregtech:gt.blockmachines:492, gt.blockmachines.basicmachine.brewery.tier.02.name
gregtech:gt.blockmachines:493, gt.blockmachines.basicmachine.brewery.tier.03.name
gregtech:gt.blockmachines:494, gt.blockmachines.basicmachine.brewery.tier.04.name
gregtech:gt.blockmachines:495, gt.blockmachines.basicmachine.brewery.tier.05.name
gregtech:gt.blockmachines:501, gt.blockmachines.basicmachine.fermenter.tier.01.name
gregtech:gt.blockmachines:502, gt.blockmachines.basicmachine.fermenter.tier.02.name
gregtech:gt.blockmachines:503, gt.blockmachines.basicmachine.fermenter.tier.03.name
gregtech:gt.blockmachines:504, gt.blockmachines.basicmachine.fermenter.tier.04.name
gregtech:gt.blockmachines:505, gt.blockmachines.basicmachine.fermenter.tier.05.name
gregtech:gt.blockmachines:511, gt.blockmachines.basicmachine.fluidextractor.tier.01.name
gregtech:gt.blockmachines:512, gt.blockmachines.basicmachine.fluidextractor.tier.02.name
gregtech:gt.blockmachines:513, gt.blockmachines.basicmachine.fluidextractor.tier.03.name
gregtech:gt.blockmachines:514, gt.blockmachines.basicmachine.fluidextractor.tier.04.name
gregtech:gt.blockmachines:515, gt.blockmachines.basicmachine.fluidextractor.tier.05.name
gregtech:gt.blockmachines:521, gt.blockmachines.basicmachine.fluidsolidifier.tier.01.name
gregtech:gt.blockmachines:522, gt.blockmachines.basicmachine.fluidsolidifier.tier.02.name
gregtech:gt.blockmachines:523, gt.blockmachines.basicmachine.fluidsolidifier.tier.03.name
gregtech:gt.blockmachines:524, gt.blockmachines.basicmachine.fluidsolidifier.tier.04.name
gregtech:gt.blockmachines:525, gt.blockmachines.basicmachine.fluidsolidifier.tier.05.name
gregtech:gt.blockmachines:531, gt.blockmachines.basicmachine.distillery.tier.01.name
gregtech:gt.blockmachines:532, gt.blockmachines.basicmachine.distillery.tier.02.name
gregtech:gt.blockmachines:533, gt.blockmachines.basicmachine.distillery.tier.03.name
gregtech:gt.blockmachines:534, gt.blockmachines.basicmachine.distillery.tier.04.name
gregtech:gt.blockmachines:535, gt.blockmachines.basicmachine.distillery.tier.05.name
gregtech:gt.blockmachines:541, gt.blockmachines.basicmachine.chemicalbath.tier.01.name
gregtech:gt.blockmachines:542, gt.blockmachines.basicmachine.chemicalbath.tier.02.name
gregtech:gt.blockmachines:543, gt.blockmachines.basicmachine.chemicalbath.tier.03.name
gregtech:gt.blockmachines:544, gt.blockmachines.basicmachine.chemicalbath.tier.04.name
gregtech:gt.blockmachines:545, gt.blockmachines.basicmachine.chemicalbath.tier.05.name
gregtech:gt.blockmachines:551, gt.blockmachines.basicmachine.polarizer.tier.01.name
gregtech:gt.blockmachines:552, gt.blockmachines.basicmachine.polarizer.tier.02.name
gregtech:gt.blockmachines:553, gt.blockmachines.basicmachine.polarizer.tier.03.name
gregtech:gt.blockmachines:554, gt.blockmachines.basicmachine.polarizer.tier.04.name
gregtech:gt.blockmachines:555, gt.blockmachines.basicmachine.polarizer.tier.05.name
gregtech:gt.blockmachines:561, gt.blockmachines.basicmachine.electromagneticseparator.tier.01.name
gregtech:gt.blockmachines:562, gt.blockmachines.basicmachine.electromagneticseparator.tier.02.name
gregtech:gt.blockmachines:563, gt.blockmachines.basicmachine.electromagneticseparator.tier.03.name
gregtech:gt.blockmachines:564, gt.blockmachines.basicmachine.electromagneticseparator.tier.04.name
gregtech:gt.blockmachines:565, gt.blockmachines.basicmachine.electromagneticseparator.tier.05.name
gregtech:gt.blockmachines:571, gt.blockmachines.basicmachine.autoclave.tier.01.name
gregtech:gt.blockmachines:572, gt.blockmachines.basicmachine.autoclave.tier.02.name
gregtech:gt.blockmachines:573, gt.blockmachines.basicmachine.autoclave.tier.03.name
gregtech:gt.blockmachines:574, gt.blockmachines.basicmachine.autoclave.tier.04.name
gregtech:gt.blockmachines:575, gt.blockmachines.basicmachine.autoclave.tier.05.name
gregtech:gt.blockmachines:581, gt.blockmachines.basicmachine.mixer.tier.01.name
gregtech:gt.blockmachines:582, gt.blockmachines.basicmachine.mixer.tier.02.name
gregtech:gt.blockmachines:583, gt.blockmachines.basicmachine.mixer.tier.03.name
gregtech:gt.blockmachines:584, gt.blockmachines.basicmachine.mixer.tier.04.name
gregtech:gt.blockmachines:585, gt.blockmachines.basicmachine.mixer.tier.05.name
gregtech:gt.blockmachines:591, gt.blockmachines.basicmachine.laserengraver.tier.01.name
gregtech:gt.blockmachines:592, gt.blockmachines.basicmachine.laserengraver.tier.02.name
gregtech:gt.blockmachines:593, gt.blockmachines.basicmachine.laserengraver.tier.03.name
gregtech:gt.blockmachines:594, gt.blockmachines.basicmachine.laserengraver.tier.04.name
gregtech:gt.blockmachines:595, gt.blockmachines.basicmachine.laserengraver.tier.05.name
gregtech:gt.blockmachines:601, gt.blockmachines.basicmachine.press.tier.01.name
gregtech:gt.blockmachines:602, gt.blockmachines.basicmachine.press.tier.02.name
gregtech:gt.blockmachines:603, gt.blockmachines.basicmachine.press.tier.03.name
gregtech:gt.blockmachines:604, gt.blockmachines.basicmachine.press.tier.04.name
gregtech:gt.blockmachines:605, gt.blockmachines.basicmachine.press.tier.05.name
gregtech:gt.blockmachines:611, gt.blockmachines.basicmachine.hammer.tier.01.name
gregtech:gt.blockmachines:612, gt.blockmachines.basicmachine.hammer.tier.02.name
gregtech:gt.blockmachines:613, gt.blockmachines.basicmachine.hammer.tier.03.name
gregtech:gt.blockmachines:614, gt.blockmachines.basicmachine.hammer.tier.04.name
gregtech:gt.blockmachines:615, gt.blockmachines.basicmachine.hammer.tier.05.name
gregtech:gt.blockmachines:621, gt.blockmachines.basicmachine.fluidheater.tier.01.name
gregtech:gt.blockmachines:622, gt.blockmachines.basicmachine.fluidheater.tier.02.name
gregtech:gt.blockmachines:623, gt.blockmachines.basicmachine.fluidheater.tier.03.name
gregtech:gt.blockmachines:624, gt.blockmachines.basicmachine.fluidheater.tier.04.name
gregtech:gt.blockmachines:625, gt.blockmachines.basicmachine.fluidheater.tier.05.name
gregtech:gt.blockmachines:631, gt.blockmachines.basicmachine.slicer.tier.01.name
gregtech:gt.blockmachines:632, gt.blockmachines.basicmachine.slicer.tier.02.name
gregtech:gt.blockmachines:633, gt.blockmachines.basicmachine.slicer.tier.03.name
gregtech:gt.blockmachines:634, gt.blockmachines.basicmachine.slicer.tier.04.name
gregtech:gt.blockmachines:635, gt.blockmachines.basicmachine.slicer.tier.05.name
gregtech:gt.blockmachines:641, gt.blockmachines.basicmachine.sifter.tier.01.name
gregtech:gt.blockmachines:642, gt.blockmachines.basicmachine.sifter.tier.02.name
gregtech:gt.blockmachines:643, gt.blockmachines.basicmachine.sifter.tier.03.name
gregtech:gt.blockmachines:644, gt.blockmachines.basicmachine.sifter.tier.04.name
gregtech:gt.blockmachines:645, gt.blockmachines.basicmachine.sifter.tier.05.name
gregtech:gt.blockmachines:651, gt.blockmachines.basicmachine.arcfurnace.tier.01.name
gregtech:gt.blockmachines:652, gt.blockmachines.basicmachine.arcfurnace.tier.02.name
gregtech:gt.blockmachines:653, gt.blockmachines.basicmachine.arcfurnace.tier.03.name
gregtech:gt.blockmachines:654, gt.blockmachines.basicmachine.arcfurnace.tier.04.name
gregtech:gt.blockmachines:655, gt.blockmachines.basicmachine.arcfurnace.tier.05.name
gregtech:gt.blockmachines:661, gt.blockmachines.basicmachine.plasmaarcfurnace.tier.01.name
gregtech:gt.blockmachines:662, gt.blockmachines.basicmachine.plasmaarcfurnace.tier.02.name
gregtech:gt.blockmachines:663, gt.blockmachines.basicmachine.plasmaarcfurnace.tier.03.name
gregtech:gt.blockmachines:664, gt.blockmachines.basicmachine.plasmaarcfurnace.tier.04.name
gregtech:gt.blockmachines:665, gt.blockmachines.basicmachine.plasmaarcfurnace.tier.05.name
gregtech:gt.blockmachines:671, gt.blockmachines.basicmachine.e_oven.tier.01.name
gregtech:gt.blockmachines:672, gt.blockmachines.basicmachine.e_oven.tier.02.name
gregtech:gt.blockmachines:673, gt.blockmachines.basicmachine.e_oven.tier.03.name
gregtech:gt.blockmachines:674, gt.blockmachines.basicmachine.e_oven.tier.04.name
gregtech:gt.blockmachines:675, gt.blockmachines.basicmachine.e_oven.tier.05.name
gregtech:gt.blockmachines:690, gt.blockmachines.batterycharger.16.tier.00.name
gregtech:gt.blockmachines:691, gt.blockmachines.batterycharger.16.tier.01.name
gregtech:gt.blockmachines:692, gt.blockmachines.batterycharger.16.tier.02.name
gregtech:gt.blockmachines:693, gt.blockmachines.batterycharger.16.tier.03.name
gregtech:gt.blockmachines:694, gt.blockmachines.batterycharger.16.tier.04.name
gregtech:gt.blockmachines:695, gt.blockmachines.batterycharger.16.tier.05.name
gregtech:gt.blockmachines:696, gt.blockmachines.batterycharger.16.tier.06.name
gregtech:gt.blockmachines:697, gt.blockmachines.batterycharger.16.tier.07.name
gregtech:gt.blockmachines:698, gt.blockmachines.batterycharger.16.tier.08.name
gregtech:gt.blockmachines:699, gt.blockmachines.batterycharger.16.tier.09.name
gregtech:gt.blockmachines:1000, gt.blockmachines.multimachine.blastfurnace.name
gregtech:gt.blockmachines:1001, gt.blockmachines.multimachine.implosioncompressor.name
gregtech:gt.blockmachines:1002, gt.blockmachines.multimachine.vacuumfreezer.name
gregtech:gt.blockmachines:1003, gt.blockmachines.multimachine.multifurnace.name
gregtech:gt.blockmachines:1020, gt.blockmachines.multimachine.boiler.bronze.name
gregtech:gt.blockmachines:1021, gt.blockmachines.multimachine.boiler.steel.name
gregtech:gt.blockmachines:1022, gt.blockmachines.multimachine.boiler.titanium.name
gregtech:gt.blockmachines:1023, gt.blockmachines.multimachine.boiler.tungstensteel.name
gregtech:gt.blockmachines:1110, gt.blockmachines.basicgenerator.diesel.tier.01.name
gregtech:gt.blockmachines:1111, gt.blockmachines.basicgenerator.diesel.tier.02.name
gregtech:gt.blockmachines:1112, gt.blockmachines.basicgenerator.diesel.tier.03.name
gregtech:gt.blockmachines:1115, gt.blockmachines.basicgenerator.gasturbine.tier.01.name
gregtech:gt.blockmachines:1116, gt.blockmachines.basicgenerator.gasturbine.tier.02.name
gregtech:gt.blockmachines:1117, gt.blockmachines.basicgenerator.gasturbine.tier.03.name
gregtech:gt.blockmachines:1120, gt.blockmachines.basicgenerator.steamturbine.tier.01.name
gregtech:gt.blockmachines:1121, gt.blockmachines.basicgenerator.steamturbine.tier.02.name
gregtech:gt.blockmachines:1122, gt.blockmachines.basicgenerator.steamturbine.tier.03.name
gregtech:gt.blockmachines:1123, gt.blockmachines.basicgenerator.magicenergyconverter.tier.01.name
gregtech:gt.blockmachines:1124, gt.blockmachines.basicgenerator.magicenergyconverter.tier.02.name
gregtech:gt.blockmachines:1125, gt.blockmachines.basicgenerator.magicenergyconverter.tier.03.name
gregtech:gt.blockmachines:1126, gt.blockmachines.multimachine.distillationtower.name
gregtech:gt.blockmachines:1127, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.01.name
gregtech:gt.blockmachines:1128, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.02.name
gregtech:gt.blockmachines:1129, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.03.name
gregtech:gt.blockmachines:1130, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.04.name
gregtech:gt.blockmachines:1131, gt.blockmachines.multimachine.largeturbine.name
gregtech:gt.blockmachines:1140, gt.blockmachines.basicmachine.pump.tier.01.name
gregtech:gt.blockmachines:1141, gt.blockmachines.basicmachine.pump.tier.02.name
gregtech:gt.blockmachines:1142, gt.blockmachines.basicmachine.pump.tier.03.name
gregtech:gt.blockmachines:1143, gt.blockmachines.basicmachine.pump.tier.04.name
gregtech:gt.blockmachines:1144, gt.blockmachines.basicmachine.pump.tier.05.name
gregtech:gt.blockmachines:1145, gt.blockmachines.basicmachine.teleporter.name
gregtech:gt.blockmachines:1146, gt.blockmachines.basicmachine.mobrep.tier.01.name
